Wall time,Step,Value
1526896132.6399958,21,1.539837121963501
1526896132.8483624,22,1.7249408960342407
1526896134.628153,35,1.622873306274414
1526896136.1983767,47,1.9632412195205688
1526896141.2034025,83,1.2105783224105835
1526896145.4494843,114,0.8995285034179688
1526896145.7866151,117,1.1674801111221313
1526896147.2288659,127,1.0142110586166382
1526896148.4620261,136,0.9033521413803101
1526896150.8528483,154,0.9645377397537231
1526896150.989105,155,0.8797663450241089
1526896151.5369365,159,0.9792359471321106
1526896163.3139367,237,1.0764586925506592
1526896167.5692627,268,0.8289301991462708
1526896170.5204444,289,0.9457138776779175
1526896170.9948876,293,0.7660068273544312
1526896174.2816713,317,0.993085503578186
1526896175.1767576,323,0.782204270362854
1526896176.8228357,335,0.8729025721549988
1526896179.766279,357,1.0294939279556274
1526896180.314936,361,0.9989369511604309
1526896184.6338925,392,0.9119909405708313
1526896186.234108,401,0.7129706144332886
1526896186.645193,404,0.5859338045120239
1526896188.564025,418,0.8385639190673828
1526896197.8326957,485,0.7450441122055054
1526896200.7773347,507,0.8400769233703613
1526896204.3468509,533,0.9152415990829468
1526896206.9525561,552,0.8051900863647461
1526896212.1617947,590,0.8287477493286133
1526896218.1654298,630,0.7039705514907837
1526896221.9356005,658,0.8217307925224304
1526896222.1460512,659,0.797092080116272
1526896223.1072316,666,0.8800076246261597
1526896223.3831744,668,0.7554346919059753
1526896226.675381,692,0.7913655638694763
1526896227.1526856,696,0.8117745518684387
1526896230.182835,718,0.7007802724838257
1526896232.2412646,733,0.8102833032608032
1526896236.1564827,761,0.5777060985565186
1526896238.141415,776,0.8753088116645813
1526896239.2416646,784,0.6273881196975708
1526896240.3412323,792,0.8213629722595215
1526896248.2813406,845,0.7767246961593628
1526896251.2305148,867,0.6577741503715515
1526896251.440507,868,0.7990893125534058
1526896258.777016,922,0.8200675845146179
1526896260.2875314,933,0.7112034559249878
1526896261.0454197,938,0.4896773397922516
1526896263.791372,958,0.8971678018569946
1526896264.954002,967,0.5790389776229858
1526896265.8508132,973,0.8254449963569641
1526896272.395916,1018,0.7795923948287964
1526896276.5164742,1048,0.6873337626457214
1526896282.7696254,1093,0.4865266680717468
1526896283.5920146,1099,0.6867168545722961
1526896285.784869,1115,0.7526572942733765
1526896286.1965125,1118,0.528636634349823
1526896287.9057808,1131,0.715399444103241
1526896290.9985304,1153,0.6661832928657532
1526896296.6267653,1194,0.7592557072639465
1526896300.6392605,1218,0.7307125329971313
1526896301.8093665,1226,0.8330172300338745
1526896301.9462037,1227,0.8269621729850769
1526896302.2873013,1230,0.6718983054161072
1526896304.0069895,1242,0.6260939836502075
1526896304.0721009,1243,0.6685367822647095
1526896304.897666,1249,0.7499514818191528
1526896305.2451746,1251,0.7716735601425171
1526896307.2341676,1266,0.7826142907142639
1526896308.2661421,1273,0.7174605131149292
1526896317.734723,1342,0.7831465601921082
1526896321.507383,1370,0.739861011505127
1526896337.5367405,1483,0.74322509765625
1526896342.4073706,1519,0.904342770576477
1526896342.6179693,1520,0.8570574522018433
1526896346.596573,1549,0.9688698649406433
1526896350.8498902,1580,0.788699746131897
1526896356.055183,1615,0.7856158018112183
1526896357.0165973,1622,0.8239797353744507
1526896357.1538937,1623,0.7719430923461914
1526896357.2269547,1623,0.8812217712402344
1526896361.2137973,1652,0.8234844207763672
1526896373.216276,1740,0.507213830947876
1526896383.124986,1809,0.7137037515640259
1526896383.2630298,1810,0.7446205019950867
1526896386.6993387,1835,0.6613703966140747
1526896391.5856957,1870,0.7107027173042297
1526896395.1527288,1896,0.6091804504394531
1526896396.5919192,1907,0.6364423632621765
1526896397.0748513,1910,0.7546844482421875
1526896404.4121401,1964,0.8462104797363281
1526896406.3388731,1978,0.4939524233341217
1526896408.2608147,1992,0.6173166036605835
1526896412.861084,2018,0.5041369199752808
1526896417.33207,2049,0.7992949485778809
1526896424.4077501,2098,0.564811110496521
1526896426.5982914,2113,0.5129337906837463
1526896426.9484968,2116,0.7448856234550476
1526896432.8199809,2158,0.8195173144340515
1526896432.9567418,2159,0.8029762506484985
1526896438.601453,2200,0.8579084277153015
1526896445.6117258,2246,0.5601843595504761
1526896446.8318307,2254,0.7221732139587402
1526896448.3512907,2265,0.8656507730484009
1526896457.893329,2332,0.6527416110038757
1526896458.1792042,2334,0.5885263681411743
1526896458.744964,2338,0.5156823992729187
