Wall time,Step,Value
1526896132.6399958,21,0.5714918375015259
1526896132.8483624,22,0.8983437418937683
1526896134.628153,35,0.835719108581543
1526896136.1983767,47,0.460490882396698
1526896141.2034025,83,0.7851971387863159
1526896145.4494843,114,0.7608753442764282
1526896145.7866151,117,0.4254472851753235
1526896147.2288659,127,0.8602151870727539
1526896148.4620261,136,1.0662111043930054
1526896150.8528483,154,0.5957165956497192
1526896150.989105,155,0.4825536608695984
1526896151.5369365,159,0.5280129313468933
1526896163.3139367,237,0.44809842109680176
1526896167.5692627,268,0.4877551198005676
1526896170.5204444,289,1.2419376373291016
1526896170.9948876,293,0.6228606104850769
1526896174.2816713,317,0.514430046081543
1526896175.1767576,323,1.1731477975845337
1526896176.8228357,335,1.4532493352890015
1526896179.766279,357,0.32917729020118713
1526896180.314936,361,0.5625931024551392
1526896184.6338925,392,0.9376656413078308
1526896186.234108,401,0.5305712819099426
1526896186.645193,404,0.3698806166648865
1526896188.564025,418,0.4831552505493164
1526896197.8326957,485,1.6167771816253662
1526896200.7773347,507,0.37576550245285034
1526896204.3468509,533,0.49939411878585815
1526896206.9525561,552,0.5065714120864868
1526896212.1617947,590,0.3891177773475647
1526896218.1654298,630,1.040778398513794
1526896221.9356005,658,0.42321205139160156
1526896222.1460512,659,1.3001298904418945
1526896223.1072316,666,1.0569591522216797
1526896223.3831744,668,1.042540192604065
1526896226.675381,692,0.9512182474136353
1526896227.1526856,696,0.3977211117744446
1526896230.182835,718,0.3990229070186615
1526896232.2412646,733,0.4230771064758301
1526896236.1564827,761,1.434564232826233
1526896238.141415,776,0.36890339851379395
1526896239.2416646,784,0.3394525349140167
1526896240.3412323,792,0.5018863081932068
1526896248.2813406,845,0.920146107673645
1526896251.2305148,867,0.38763707876205444
1526896251.440507,868,1.0259087085723877
1526896258.777016,922,0.31155943870544434
1526896260.2875314,933,0.4230860769748688
1526896261.0454197,938,1.3988773822784424
1526896263.791372,958,0.713922917842865
1526896264.954002,967,0.48939260840415955
1526896265.8508132,973,0.918509304523468
1526896272.395916,1018,0.47460564970970154
1526896276.5164742,1048,0.3600008487701416
1526896282.7696254,1093,0.7422827482223511
1526896283.5920146,1099,0.9763985872268677
1526896285.784869,1115,1.0411477088928223
1526896286.1965125,1118,1.2127808332443237
1526896287.9057808,1131,0.3580242991447449
1526896290.9985304,1153,1.1330106258392334
1526896296.6267653,1194,0.772487998008728
1526896300.6392605,1218,0.49039873480796814
1526896301.8093665,1226,1.038400650024414
1526896301.9462037,1227,0.9589174389839172
1526896302.2873013,1230,0.4562756419181824
1526896304.0069895,1242,0.8493833541870117
1526896304.0721009,1243,0.4284990429878235
1526896304.897666,1249,0.4513011574745178
1526896305.2451746,1251,1.1651684045791626
1526896307.2341676,1266,0.31581902503967285
1526896308.2661421,1273,0.9113141298294067
1526896317.734723,1342,0.9000723958015442
1526896321.507383,1370,0.5037276148796082
1526896337.5367405,1483,1.2536734342575073
1526896342.4073706,1519,0.3556412160396576
1526896342.6179693,1520,0.9015501141548157
1526896346.596573,1549,1.2323335409164429
1526896350.8498902,1580,1.1878302097320557
1526896356.055183,1615,0.5518594980239868
1526896357.0165973,1622,0.3766728341579437
