Wall time,Step,Value
1526896132.6399958,21,0.6757928133010864
1526896132.8483624,22,1.177253246307373
1526896134.628153,35,0.726260781288147
1526896136.1983767,47,0.7173494696617126
1526896141.2034025,83,0.7085541486740112
1526896145.4494843,114,0.5278992652893066
1526896145.7866151,117,0.6085317730903625
1526896147.2288659,127,0.8168519735336304
1526896148.4620261,136,0.689302921295166
1526896150.8528483,154,0.7956668138504028
1526896150.989105,155,0.6781177520751953
1526896151.5369365,159,0.6485403776168823
1526896163.3139367,237,0.5455535650253296
1526896167.5692627,268,0.7799252271652222
1526896170.5204444,289,0.699946403503418
1526896170.9948876,293,0.815599262714386
1526896174.2816713,317,0.7118425965309143
1526896175.1767576,323,0.6649032235145569
1526896176.8228357,335,0.7337976694107056
1526896179.766279,357,0.4709168076515198
1526896180.314936,361,0.6514281034469604
1526896184.6338925,392,0.7565714120864868
1526896186.234108,401,0.6457831263542175
1526896186.645193,404,0.5716947317123413
1526896188.564025,418,0.5670434832572937
1526896197.8326957,485,0.593185305595398
1526896200.7773347,507,0.739169716835022
1526896204.3468509,533,0.6022248268127441
1526896206.9525561,552,0.6214615106582642
1526896212.1617947,590,0.6684540510177612
1526896218.1654298,630,0.7196316123008728
1526896221.9356005,658,0.6855534911155701
1526896222.1460512,659,0.7050838470458984
1526896223.1072316,666,0.6684475541114807
1526896223.3831744,668,0.7546905875205994
1526896226.675381,692,0.785102128982544
1526896227.1526856,696,0.7297422885894775
1526896230.182835,718,0.7414747476577759
1526896232.2412646,733,0.6261609196662903
1526896236.1564827,761,0.7522304058074951
1526896238.141415,776,0.6508802175521851
1526896239.2416646,784,0.8352394104003906
1526896240.3412323,792,0.718092143535614
1526896248.2813406,845,0.761593222618103
1526896251.2305148,867,0.6667080521583557
1526896251.440507,868,0.7245666980743408
1526896258.777016,922,0.48920536041259766
1526896260.2875314,933,0.5682226419448853
1526896261.0454197,938,0.8706502914428711
1526896263.791372,958,0.6636502146720886
1526896264.954002,967,0.7561551332473755
1526896265.8508132,973,0.6195902228355408
1526896272.395916,1018,0.48167142271995544
1526896276.5164742,1048,0.7163581848144531
1526896282.7696254,1093,0.5902029275894165
1526896283.5920146,1099,0.6475121378898621
1526896285.784869,1115,0.6343240141868591
1526896286.1965125,1118,0.6914379000663757
1526896287.9057808,1131,0.7522783279418945
1526896290.9985304,1153,0.7795711755752563
1526896296.6267653,1194,0.8721693158149719
1526896300.6392605,1218,0.6959801316261292
1526896301.8093665,1226,0.6679044365882874
1526896301.9462037,1227,0.6994131803512573
1526896302.2873013,1230,0.6995932459831238
1526896304.0069895,1242,0.7801454067230225
1526896304.0721009,1243,0.631346583366394
1526896304.897666,1249,0.7087574005126953
1526896305.2451746,1251,0.6567136645317078
1526896307.2341676,1266,0.690748393535614
1526896308.2661421,1273,0.929679274559021
1526896317.734723,1342,0.5661184787750244
1526896321.507383,1370,0.7402945160865784
1526896337.5367405,1483,0.8902643322944641
1526896342.4073706,1519,0.8076073527336121
1526896342.6179693,1520,0.842096209526062
1526896346.596573,1549,0.5767939686775208
1526896350.8498902,1580,0.6208142042160034
1526896356.055183,1615,0.7816930413246155
1526896357.0165973,1622,0.5984438061714172
1526896357.1538937,1623,0.7392938137054443
1526896357.2269547,1623,0.8635430335998535
1526896361.2137973,1652,0.5560975670814514
1526896373.216276,1740,0.8364133834838867
1526896383.124986,1809,0.6860440969467163
1526896383.2630298,1810,0.6887437105178833
1526896386.6993387,1835,0.477029412984848
1526896391.5856957,1870,0.6860603094100952
1526896395.1527288,1896,0.7364265322685242
1526896396.5919192,1907,0.6145731210708618
1526896397.0748513,1910,0.7183409333229065
1526896404.4121401,1964,0.5983178019523621
1526896406.3388731,1978,0.530483603477478
1526896408.2608147,1992,0.7366191744804382
1526896412.861084,2018,0.7024410963058472
1526896417.33207,2049,0.5936325788497925
1526896424.4077501,2098,0.910671591758728
1526896426.5982914,2113,0.7069364190101624
1526896426.9484968,2116,0.7347639799118042
1526896432.8199809,2158,0.7624711394309998
1526896432.9567418,2159,0.6608322262763977
1526896438.601453,2200,0.7703915238380432
1526896445.6117258,2246,0.6704021692276001
1526896446.8318307,2254,0.6676385998725891
1526896448.3512907,2265,0.637252688407898
1526896457.893329,2332,0.7708178758621216
1526896458.1792042,2334,0.5974424481391907
1526896458.744964,2338,0.6496368646621704
1526896466.610331,2394,0.6312807202339172
1526896468.2910006,2401,0.6181503534317017
1526896470.899707,2420,0.6069466471672058
1526896471.727273,2426,0.6207049489021301
1526896474.614156,2447,0.5452768802642822
1526896479.9122512,2485,0.5561410784721375
1526896485.3345559,2525,0.7273107767105103
1526896485.4720008,2526,0.8406635522842407
1526896489.1787493,2553,0.6540722846984863
1526896491.1045578,2567,0.5429818034172058
1526896498.809871,2619,0.6309091448783875
1526896506.0868444,2672,0.8217872381210327
1526896507.0490127,2679,0.817218005657196
1526896511.2353883,2710,0.6909627914428711
1526896520.088159,2774,0.7834898233413696
1526896529.4458535,2839,0.8058137893676758
1526896532.4819353,2861,0.5943084955215454
1526896538.3097908,2904,0.6891056299209595
1526896539.6815844,2914,0.49403563141822815
1526896542.1507006,2932,0.5927120447158813
1526896542.6347306,2935,0.799413800239563
1526896545.1328654,2953,0.7480102181434631
1526896546.570973,2964,0.5848435163497925
1526896550.9409192,2995,0.6342954635620117
1526896553.4523625,3005,0.7016857862472534
1526896561.4363348,3060,0.7315647602081299
1526896562.1324708,3065,0.6240779161453247
1526896566.9300277,3100,0.6065580248832703
1526896567.8286834,3106,0.9411406517028809
1526896568.2415848,3109,0.7886086702346802
1526896569.142508,3116,0.6905204653739929
1526896573.0671878,3144,0.5828875303268433
1526896574.6467762,3156,0.4863828718662262
1526896579.0616736,3188,0.6364687085151672
1526896589.5452645,3260,0.5250306725502014
1526896593.2539737,3287,0.5944508910179138
1526896595.264216,3301,0.7542505264282227
1526896599.0252852,3328,0.6455024480819702
1526896601.7085748,3348,0.8650778532028198
1526896601.9182773,3349,0.7341522574424744
1526896602.7514544,3355,0.6509600877761841
1526896604.932778,3371,0.6448056697845459
1526896613.6577797,3427,0.6749366521835327
1526896621.5620801,3483,0.6768618822097778
1526896623.3945365,3496,0.6546032428741455
1526896631.2422671,3553,0.5256837606430054
1526896631.7904928,3557,0.8585942983627319
1526896634.6105874,3577,0.7795026302337646
1526896641.3862395,3623,0.9402841329574585
1526896645.7836492,3655,0.6750305891036987
1526896649.086816,3679,0.823159396648407
1526896650.662188,3691,0.7765840888023376
1526896655.3318465,3725,0.7112101316452026
1526896656.0169435,3730,0.5660751461982727
1526896656.2288277,3731,0.639366626739502
1526896657.253534,3739,0.7076300382614136
1526896659.5192564,3755,0.7513588070869446
1526896673.0093114,3846,0.7480341792106628
1526896677.608614,3880,0.8021485209465027
1526896679.5317657,3894,0.6904051899909973
1526896680.2195096,3899,0.6055599451065063
1526896682.6386433,3916,0.5783478021621704
1526896693.6458547,3995,0.6937158107757568
1526896699.3082886,4033,0.733289897441864
1526896707.1862605,4090,0.7282532453536987
1526896710.0204742,4110,0.7431248426437378
1526896717.8442736,4167,0.6805237531661987
1526896719.861284,4181,0.7190357446670532
1526896720.2055957,4184,0.7188125848770142
1526896720.8302462,4188,0.9198273420333862
1526896727.9822102,4233,0.7570331692695618
1526896728.1856725,4235,0.740141749382019
1526896730.1322238,4249,0.7925448417663574
1526896730.833371,4254,0.8490799069404602
1526896737.4129288,4300,0.717894434928894
1526896739.8515058,4317,0.6415197849273682
1526896744.0246267,4347,0.7171979546546936
1526896753.0769076,4409,0.712410569190979
1526896757.1285043,4439,0.8143815994262695
1526896758.9298651,4452,0.8054350018501282
1526896759.144946,4453,0.8529773950576782
1526896760.5910952,4464,0.9419776797294617
1526896761.0748434,4467,0.742163360118866
1526896765.0510876,4496,0.562305212020874
1526896765.463148,4499,0.586438775062561
1526896769.3058622,4527,0.6105498671531677
1526896784.029665,4630,0.6551310420036316
1526896788.094561,4658,0.6518765687942505
1526896790.291896,4674,0.8428540229797363
1526896796.2658496,4717,0.6339012384414673
1526896798.560733,4734,0.6653297543525696
1526896804.1476958,4773,0.5614009499549866
1526896804.6374931,4777,0.6271853446960449
1526896805.5561717,4783,0.69805908203125
1526896810.2010992,4813,0.6527812480926514
1526896812.2766798,4828,0.6290453672409058
1526896813.8486462,4840,0.6572424173355103
1526896815.083675,4849,0.7455074787139893
1526896825.0371115,4921,0.6607221364974976
1526896829.4308596,4953,0.6433255672454834
1526896840.2414703,5029,0.6839703321456909
1526896842.0223377,5042,0.8309341669082642
1526896855.1958911,5138,0.7990091443061829
1526896855.6786234,5141,0.7795971632003784
1526896863.4246364,5198,0.6281403303146362
1526896863.6334298,5199,0.538323163986206
1526896865.5101678,5210,0.8216115832328796
1526896869.5627472,5239,0.6816757917404175
1526896872.5091565,5261,0.5659254789352417
1526896878.4478948,5303,0.7417814135551453
1526896880.6357837,5319,0.5466932058334351
1526896881.7547774,5327,0.5571457147598267
1526896882.9832664,5335,0.7180695533752441
